GHG,Site_EUI
232.3,99.3
410.0,85.9
237.2,90.7
292.8,86.9
266.4,78.6
504.8,68.2
382.9,88.7
241.2,87.2
172.4,79.5
417.7,108.2
164.1,49.9
370.0,109.1
288.5,76.4
317.5,66.9
506.6,101.0
426.5,56.7
238.3,95.7
286.7,66.9
283.0,74.9
203.5,70.1
379.3,120.2
383.7,85.7
231.4,63.1
66.8,32.5
257.0,83.6
242.2,69.1
218.7,78.3
259.9,43.4
163.8,48.2
107.4,46.9
350.3,79.4
386.1,62.1
95.2,34.5
281.1,70.2
393.4,120.6
55.5,23.9
217.7,62.7
283.0,79.3
585.9,128.8
374.3,96.1
414.0,92.1
210.4,66.8
452.2,92.1
141.8,58.6
279.9,105.0
580.3,157.0
360.5,129.3
292.0,88.4
114.7,41.5
535.9,185.7
306.3,97.6
375.1,99.6
197.7,72.2
312.8,88.6
517.6,79.6
352.0,118.0
307.2,118.5
206.7,76.9
412.5,90.2
416.7,97.8
337.7,87.3
206.5,76.5
224.3,72.9
515.1,141.4
399.7,141.4
452.1,178.9
481.0,100.3
271.7,103.5
298.4,95.4
487.1,114.9
234.9,77.8
236.6,83.7
150.6,37.5
403.2,104.0
263.7,93.4
507.9,133.6
230.2,96.1
172.7,69.3
312.4,75.7
414.3,109.4
306.6,92.7
453.6,104.5
302.6,93.2
225.4,55.7
425.0,125.6
114.1,68.9
251.7,67.9
390.0,96.2
453.4,66.8
293.1,88.7
244.1,111.0
237.1,83.4
406.5,179.3
436.9,66.7
491.5,98.4
503.9,78.1
452.0,63.2
220.9,88.6
457.8,122.6
445.7,109.1
182.4,70.4
332.3,95.1
410.6,109.1
351.7,63.3
412.7,161.9
261.8,97.0
255.0,60.0
234.0,85.1
260.7,83.2
377.9,76.9
434.2,108.8
187.3,74.3
294.3,103.7
240.7,79.2
317.6,78.7
201.2,70.8
336.3,102.9
323.8,74.1
524.9,75.5
406.5,110.3
398.5,121.5
355.1,69.3
402.0,89.3
170.4,73.9
212.4,82.8
511.2,142.3
387.8,112.0
396.7,138.8
278.8,74.8
216.7,80.1
229.1,102.5
328.2,81.7
412.2,98.4
361.5,66.7
269.8,74.6
269.0,90.2
188.3,35.8
378.9,84.3
299.2,65.7
235.3,71.4
355.4,81.3
450.6,106.4
245.9,105.3
412.3,110.0
290.0,87.5
289.1,64.2
407.1,115.8
494.9,114.5
372.4,87.5
198.6,60.8
518.2,77.4
404.3,66.9
376.8,70.4
203.4,75.1
436.2,103.5
451.1,108.9
372.3,115.5
392.4,104.5
251.3,78.6
359.7,112.6
237.5,74.5
397.1,117.5
401.5,95.7
318.2,69.3
434.4,81.1
388.7,117.9
412.1,130.2
282.4,65.1
465.9,58.4
268.7,95.3
596.2,103.9
366.3,106.7
303.7,121.3
363.6,98.1
338.0,93.8
494.2,89.6
359.2,158.5
513.3,101.9
300.9,107.8
465.6,110.9
345.8,119.4
210.1,75.6
400.1,173.4
374.5,117.2
251.5,70.8
298.2,98.0
368.3,103.4
453.2,110.5
379.6,113.6
439.3,82.2
444.2,114.2
345.3,66.2
519.5,58.0
373.7,50.9
387.9,98.8
423.7,132.0
498.7,127.0
508.8,119.2
552.8,117.5
434.4,81.2
209.7,86.9
326.2,82.2
188.4,73.0
410.8,86.3
414.3,120.4
328.7,82.0
465.1,114.0
358.4,47.2
410.6,86.8
515.9,109.4
228.2,98.3
319.6,96.0
500.9,120.7
294.0,96.2
311.8,95.1
167.6,66.7
479.6,117.4
318.1,95.8
245.9,103.1
335.2,84.3
229.0,85.7
312.7,82.2
441.1,116.1
420.0,106.6
349.3,103.9
287.2,56.0
280.7,80.2
247.2,83.2
234.5,94.2
94.2,53.2
345.9,106.6
366.0,91.1
488.8,83.9
461.9,102.3
485.6,74.4
343.9,89.6
67.9,35.2
202.8,70.4
326.7,88.0
242.6,91.9
93.8,31.5
379.4,111.3
328.6,86.4
281.4,75.7
273.8,74.4
236.8,74.6
256.2,85.8
263.9,79.9
227.9,52.3
421.2,91.9
250.9,71.9
211.5,89.8
302.5,101.8
278.2,101.3
267.0,50.4
267.9,110.6
204.7,83.7
152.9,50.4
352.8,91.2
386.9,137.0
532.9,140.7
406.0,116.9
283.6,85.2
427.4,99.1
381.7,97.7
512.4,151.1
528.9,133.0
209.9,86.3
492.5,129.4
241.9,86.7
469.8,118.6
355.7,102.8
483.1,128.9
417.8,80.2
162.2,48.1
277.0,118.3
376.7,99.1
303.8,80.0
316.5,110.2
154.2,41.8
210.8,98.1
520.2,106.4
451.7,142.2
464.2,114.0
384.2,96.9
478.3,127.5
229.7,83.0
532.6,133.3
495.2,148.8
282.8,75.5
312.7,100.0
257.8,92.5
377.2,93.3
220.4,89.2
456.2,134.4
518.7,166.5
204.9,74.6
142.8,52.9
299.1,97.8
217.4,109.9
392.1,94.3
537.8,118.6
404.9,108.3
326.6,93.0
372.2,95.2
308.1,91.2
358.8,100.1
402.6,110.5
441.2,103.6
599.6,107.4
465.9,74.3
470.3,142.5
288.3,91.0
91.7,57.4
513.9,103.5
350.1,94.4
226.2,80.5
495.1,113.8
360.2,90.9
586.1,87.9
352.2,92.7
172.4,57.3
468.4,116.4
487.8,132.3
431.7,157.5
490.9,146.4
492.3,94.0
295.7,121.1
271.1,91.1
448.2,141.2
404.8,119.3
186.0,77.5
511.6,133.3
364.2,158.8
511.1,133.8
283.5,89.3
396.1,123.2
430.2,114.6
209.7,54.6
271.2,80.4
293.6,91.0
161.1,56.9
196.1,60.4
160.8,51.2
363.3,104.9
225.5,114.8
330.2,99.1
363.4,98.2
317.5,109.4
221.6,66.6
504.3,183.2
372.2,112.7
259.3,85.1
364.6,114.0
313.5,70.1
381.4,86.4
381.0,108.3
471.1,126.6
194.5,62.3
420.1,109.8
380.2,107.8
438.3,94.3
453.6,105.7
549.8,125.5
357.2,78.5
325.4,98.9
286.6,90.8
498.4,89.0
424.7,98.0
319.3,94.9
341.7,78.3
379.3,84.3
355.1,121.6
414.3,110.0
469.0,95.8
373.3,105.2
260.4,75.4
346.5,64.9
585.0,128.0
384.1,113.7
310.2,90.8
313.7,88.4
557.1,75.3
532.7,73.8
230.3,64.7
472.1,81.7
392.7,77.1
500.5,129.5
237.9,95.4
173.0,38.8
253.4,76.7
456.6,87.6
215.3,73.4
309.4,87.2
271.1,74.9
317.6,99.7
373.1,102.5
263.3,94.9
387.5,114.8
478.4,88.0
283.7,77.8
406.5,110.2
345.0,69.2
554.1,67.7
408.2,58.6
465.3,136.4
295.8,68.1
398.4,81.0
431.4,75.8
231.4,73.7
360.5,98.6
363.8,78.0
514.2,102.5
214.6,96.0
83.6,28.4
297.4,80.9
387.7,106.4
297.9,58.9
188.3,74.9
442.2,80.0
115.2,37.0
472.5,132.9
338.8,93.2
336.7,117.2
430.5,118.3
418.7,108.9
315.4,98.4
599.3,148.2
565.1,139.1
304.4,104.9
179.1,80.5
492.2,114.4
576.8,155.8
326.4,75.4
420.0,79.8
315.9,82.5
367.9,101.9
380.2,87.2
282.1,67.7
340.3,107.4
341.5,113.3
319.2,114.9
368.3,74.4
375.3,124.8
590.1,157.5
486.3,121.3
508.4,91.5
259.6,81.5
258.5,82.4
523.1,91.0
523.1,91.0
598.3,138.5
595.4,169.8
236.4,69.2
345.1,104.1
163.0,62.9
411.2,107.5
140.9,53.0
163.1,61.7
208.6,82.5
425.4,78.5
504.8,101.8
474.6,93.5
377.2,71.9
448.4,73.8
390.2,58.8
364.2,68.4
364.5,69.7
421.3,77.8
420.9,79.1
427.9,78.2
491.8,134.8
392.4,82.9
303.6,79.5
423.8,95.0
353.8,47.9
303.3,77.1
587.3,130.7
271.8,87.1
356.6,93.4
443.6,81.6
586.2,104.5
437.2,103.2
278.8,101.6
228.6,92.7
269.1,100.9
218.9,94.9
529.7,147.1
482.5,92.0
380.9,98.3
441.2,120.3
285.2,68.2
314.8,58.9
347.5,82.0
428.8,83.6
382.4,93.8
290.5,85.6
476.2,94.1
398.0,77.9
374.8,71.0
296.5,81.7
367.3,119.8
341.5,85.5
253.5,73.7
156.7,63.4
106.7,46.2
450.1,78.4
574.9,47.3
284.2,67.1
217.5,66.7
366.1,77.9
321.3,76.2
596.8,83.1
389.2,72.9
305.1,69.6
298.5,56.3
307.1,62.4
163.9,74.1
428.7,67.4
136.9,70.2
479.3,165.2
377.3,69.7
374.7,84.8
242.3,59.1
517.0,78.3
191.2,59.5
215.4,75.0
552.1,74.6
273.9,76.2
329.4,102.5
385.8,70.8
408.9,92.3
338.1,96.4
302.3,70.2
296.4,95.8
195.1,54.2
253.7,89.8
176.5,85.5
252.4,77.8
583.1,53.2
524.5,126.6
231.7,72.0
214.9,112.5
535.1,132.2
505.3,157.6
310.9,94.8
275.5,86.6
402.2,131.8
341.5,64.3
404.1,80.2
255.1,79.1
363.9,109.6
349.2,90.2
422.6,114.4
270.5,67.8
222.3,38.7
451.4,96.6
173.9,67.2
301.3,95.6
123.4,52.2
275.5,113.1
212.6,79.7
224.4,89.0
171.8,80.4
266.7,93.0
236.6,77.1
253.9,89.4
551.7,145.1
551.7,145.1
294.7,101.8
277.0,96.1
315.4,76.6
326.6,101.6
570.9,103.0
354.2,92.8
477.3,86.0
282.8,84.4
347.1,104.5
231.6,96.4
489.2,112.7
163.7,42.0
80.4,21.3
348.9,82.8
301.9,96.6
524.5,111.0
476.1,94.6
357.7,106.2
473.2,84.6
559.7,81.7
251.3,91.0
239.7,85.8
236.7,78.1
334.6,100.3
252.0,82.5
443.5,103.6
385.4,75.4
460.1,119.5
427.3,90.8
598.0,109.4
355.3,78.2
502.8,107.7
440.2,91.4
359.2,65.8
360.5,76.6
294.5,54.1
584.2,98.1
271.5,95.0
275.0,77.2
233.0,73.9
282.4,64.7
370.3,53.5
294.5,96.2
294.9,117.8
433.5,144.5
429.8,121.2
244.1,91.6
255.2,91.7
320.2,139.4
264.2,95.0
471.4,66.8
455.7,72.3
236.2,105.0
302.9,92.9
385.0,80.1
438.7,120.2
459.3,143.6
324.0,106.5
474.3,96.5
447.4,97.1
382.7,114.5
377.5,92.0
264.0,52.6
248.2,93.6
234.6,87.0
425.5,106.7
510.2,105.4
485.9,114.5
312.1,106.0
170.3,53.0
462.5,117.6
262.2,87.3
281.9,72.8
518.8,98.8
354.7,94.8
234.8,100.8
140.1,65.1
228.1,64.0
379.0,78.0
413.4,101.0
266.5,94.4
567.1,129.5
451.5,90.0
405.7,91.0
300.5,121.7
243.6,80.3
283.1,128.5
265.4,91.0
455.7,116.8
385.9,106.8
463.6,124.4
427.6,83.1
383.7,114.5
529.7,128.2
377.0,105.9
377.3,112.7
289.4,164.5
522.8,104.5
204.9,93.7
299.1,106.6
390.5,86.4
402.4,99.5
311.6,78.1
485.2,117.4
181.7,88.7
465.5,127.0
350.9,106.6
426.9,101.4
336.7,55.3
158.0,66.9
320.2,97.0
428.4,110.5
301.8,83.9
324.0,95.7
436.1,65.0
270.5,74.6
328.2,98.9
418.9,166.9
224.2,85.8
244.5,83.3
217.7,77.5
108.2,50.3
352.0,67.9
335.8,145.6
462.4,36.8
322.9,125.9
421.1,75.5
345.2,117.5
213.2,80.4
271.2,92.8
292.7,113.2
193.7,82.0
258.8,107.6
240.2,78.1
293.3,113.3
252.5,62.8
374.5,111.6
187.8,78.5
269.1,75.4
229.0,75.9
323.6,97.3
182.8,81.6
311.1,60.2
291.7,126.0
228.4,90.6
352.7,126.3
160.4,61.7
379.8,97.8
281.8,85.0
277.2,85.5
350.7,111.4
462.8,87.7
314.8,111.4
125.7,53.5
308.9,89.6
192.3,77.5
203.9,60.8
264.0,92.8
236.6,109.6
366.1,53.1
325.4,122.3
329.8,103.8
149.0,66.0
259.2,84.1
317.5,102.0
163.8,64.2
223.6,89.0
206.6,98.3
396.4,141.6
227.7,78.6
203.5,82.3
294.4,63.5
391.4,86.6
236.0,98.5
158.0,81.7
195.9,86.9
167.9,42.2
194.3,46.6
586.8,157.9
400.3,106.3
497.5,118.5
235.2,87.5
233.2,93.2
391.8,104.3
222.5,91.3
376.5,116.8
213.4,79.2
353.9,97.7
72.8,6.9
268.2,112.8
296.7,95.6
475.3,131.7
429.6,131.9
256.0,82.8
297.4,76.2
226.3,80.4
263.4,78.9
578.2,102.2
209.7,72.7
541.4,123.3
318.8,83.4
457.2,102.0
388.4,110.9
172.0,59.3
317.1,99.5
273.4,113.5
378.2,87.6
503.3,121.2
467.5,100.7
488.5,109.0
276.7,71.1
353.1,123.8
303.1,97.1
388.9,92.6
253.8,86.6
220.6,83.0
395.8,161.0
422.5,81.0
341.3,76.8
540.1,128.8
285.4,94.7
382.3,101.5
446.4,89.6
342.6,112.3
323.2,67.7
330.8,102.5
268.2,46.4
320.7,82.6
361.1,82.5
225.3,83.1
282.5,91.1
569.9,94.4
312.2,61.3
256.3,97.8
467.5,104.0
548.8,122.6
508.3,86.7
488.1,116.6
466.8,62.2
204.3,71.5
378.0,128.0
406.0,113.8
308.1,89.5
390.7,123.3
244.5,88.9
365.8,106.2
452.0,121.3
358.1,124.0
304.7,127.4
432.8,153.0
287.4,78.0
243.6,100.9
258.2,107.6
239.0,96.4
331.6,105.0
284.8,96.5
156.3,74.3
502.2,130.0
351.2,74.5
325.2,87.0
453.0,118.2
309.2,122.1
416.3,91.9
269.7,100.3
351.2,108.6
297.0,77.4
248.6,103.6
361.0,97.6
182.6,81.6
512.2,141.7
261.5,94.4
465.3,99.6
342.3,118.7
228.8,66.2
299.1,86.8
230.6,83.1
327.8,92.9
284.1,106.3
400.6,123.5
396.4,85.8
279.0,79.5
226.5,95.7
485.3,131.4
303.5,81.5
295.3,75.1
316.9,85.5
520.2,97.7
352.0,99.1
212.4,95.0
260.6,91.7
484.2,119.4
336.5,62.4
399.7,112.6
593.6,124.8
300.0,89.2
381.3,132.0
291.5,82.1
267.9,126.7
262.6,91.6
469.7,99.3
287.9,100.8
457.5,113.1
382.4,93.1
132.9,56.2
222.3,63.6
445.3,91.6
356.4,98.0
228.3,87.3
92.6,35.6
257.6,96.2
185.6,54.8
284.5,91.1
251.1,40.1
213.4,85.9
322.8,65.0
262.2,84.5
370.8,97.1
343.9,93.4
497.5,102.7
304.9,109.0
395.9,81.0
342.8,113.4
241.9,94.1
371.7,105.5
288.7,83.1
163.3,76.8
489.9,107.8
369.2,98.5
201.2,69.3
257.4,73.7
172.5,85.2
286.2,83.1
399.0,74.7
341.3,96.9
429.6,92.1
202.8,64.3
184.6,86.4
297.3,78.8
239.0,74.3
422.6,92.7
497.4,103.1
439.2,84.1
357.5,115.9
289.0,101.2
333.9,83.0
233.5,78.8
290.6,100.8
361.7,110.0
387.0,101.0
280.3,65.2
245.5,84.8
230.9,92.3
318.1,114.0
318.0,100.0
459.0,98.9
187.8,70.2
232.7,77.3
259.6,102.5
126.7,62.8
286.9,99.8
336.2,78.0
310.8,110.5
267.8,84.3
256.1,80.7
337.1,108.3
595.5,110.5
291.4,89.4
501.5,113.3
321.8,118.1
402.6,94.9
410.5,99.0
404.3,115.8
309.3,76.1
351.3,115.8
271.2,113.1
251.9,86.3
183.9,47.7
374.6,67.9
79.5,46.7
567.3,76.8
449.9,114.2
417.6,85.7
211.4,86.8
470.4,96.4
277.1,69.8
189.8,99.8
191.7,78.4
246.7,91.2
358.7,100.6
92.1,31.1
173.0,74.0
340.8,95.5
225.6,82.5
369.7,107.3
344.9,117.8
471.0,101.1
489.3,105.3
344.1,106.4
190.5,56.1
234.3,93.4
186.1,80.4
345.1,85.7
174.0,58.7
238.2,65.0
354.9,118.5
444.7,70.3
191.1,80.7
507.3,87.7
461.0,84.9
135.8,61.5
189.0,46.4
192.7,81.2
277.0,71.9
330.8,74.7
335.6,74.8
212.5,93.6
336.3,137.5
440.3,116.1
518.4,104.9
339.7,85.0
357.7,72.3
436.8,145.2
465.8,100.5
486.6,114.3
333.0,111.1
469.2,126.7
551.0,127.8
387.3,120.2
120.1,57.8
143.1,48.6
163.3,45.5
470.9,89.9
188.0,79.9
305.8,91.5
290.2,101.3
316.0,73.7
347.9,98.8
231.3,74.9
323.5,86.2
325.4,89.9
136.8,66.4
274.6,84.5
191.2,64.1
314.8,74.9
203.8,69.1
121.4,70.5
345.4,120.9
221.6,58.4
402.3,118.0
269.7,91.5
189.1,75.6
205.6,77.9
207.8,88.7
190.8,79.2
399.9,101.3
553.5,141.9
388.1,82.5
226.9,94.5
99.9,33.8
189.2,85.9
366.9,122.9
537.8,130.7
360.6,102.2
497.9,140.9
218.0,92.5
245.9,85.7
344.7,96.4
266.0,73.0
393.3,94.0
264.4,101.6
351.0,112.0
414.4,89.6
95.6,51.3
255.6,80.4
298.0,75.7
308.4,64.0
177.6,95.4
420.4,87.4
392.0,163.6
517.9,107.8
344.2,89.9
558.3,136.7
383.2,84.3
388.4,100.5
216.4,84.6
312.2,77.4
367.9,119.0
524.6,111.4
445.0,136.4
304.2,98.4
227.6,80.2
543.8,113.1
334.4,133.6
490.7,86.9
188.3,67.9
448.7,116.3
382.7,87.3
327.7,94.4
253.6,75.7
527.5,102.1
317.6,78.7
562.7,104.6
397.1,119.7
192.8,74.2
207.6,72.6
527.3,134.2
437.2,122.6
278.2,75.1
272.7,135.7
480.4,130.6
365.1,106.6
458.2,105.1
577.0,100.7
315.9,103.5
260.2,96.4
399.9,135.1
413.6,122.3
292.9,67.1
378.7,99.5
293.4,121.9
289.2,83.7
240.0,111.2
194.5,70.0
300.0,89.8
299.1,93.0
327.1,116.0
340.0,94.8
283.2,79.4
306.7,108.5
333.3,111.4
534.5,91.5
553.9,159.3
310.3,60.5
314.0,94.4
174.0,51.3
175.1,45.4
345.7,106.9
241.0,93.1
241.8,82.9
410.2,116.7
439.8,116.6
524.6,78.8
296.3,56.6
212.8,79.3
269.0,112.6
213.5,86.2
244.2,89.1
168.8,48.9
207.2,60.3
478.1,128.0
281.8,39.4
250.8,72.6
299.5,96.5
291.9,73.3
323.3,86.5
248.7,78.6
460.3,91.0
125.2,68.5
156.4,53.1
139.7,40.9
457.3,70.8
599.7,188.3
573.2,121.8
268.9,105.7
247.4,103.4
469.5,71.6
337.0,84.8
262.3,84.4
220.3,64.7
471.2,88.4
259.6,84.4
376.6,115.3
575.0,130.6
68.6,27.9
358.6,101.6
367.3,107.3
513.3,111.6
471.4,74.6
309.6,104.9
417.8,176.6
438.3,137.4
344.0,130.9
440.6,114.6
585.2,134.1
256.7,65.2
156.9,55.2
300.7,67.9
332.7,103.7
366.2,108.0
282.2,80.9
394.3,105.9
371.6,90.6
135.6,41.7
255.5,78.7
272.9,92.4
333.6,94.3
523.8,94.4
361.1,105.5
541.7,95.3
239.3,100.6
419.5,69.9
435.1,125.1
519.8,82.5
67.2,22.3
565.7,95.7
501.0,62.3
389.2,71.9
290.2,127.7
526.1,99.3
262.0,85.9
581.7,112.7
529.8,127.7
469.0,149.0
144.3,55.3
593.0,157.2
546.6,80.8
260.6,58.4
457.2,52.5
345.3,77.2
566.7,81.5
506.3,67.5
239.2,69.4
582.7,113.6
263.4,89.6
453.2,138.0
411.9,94.0
319.6,75.6
313.5,89.1
315.5,122.5
314.1,114.3
554.5,105.7
398.3,88.8
301.8,82.9
498.4,110.4
374.0,99.3
559.2,104.8
467.0,86.0
541.1,120.3
207.6,69.4
301.6,70.4
569.1,78.1
152.8,27.3
521.0,106.5
362.1,76.2
544.7,119.4
498.4,78.1
525.5,102.6
582.1,89.9
245.4,94.9
336.9,87.2
225.0,86.9
313.3,86.5
183.8,52.5
213.9,59.0
558.4,117.9
511.2,109.8
560.9,133.4
263.1,93.9
189.7,65.7
236.9,73.4
491.4,133.7
322.8,62.0
523.3,102.6
268.8,66.7
261.7,75.9
404.3,108.8
226.2,79.3
280.0,94.0
246.9,90.2
301.8,82.4
311.6,82.8
530.6,94.5
320.7,100.5
522.8,102.8
264.1,86.5
312.5,94.3
303.7,88.9
209.1,62.2
190.3,64.6
262.1,87.8
207.2,69.8
439.0,95.1
164.6,50.3
298.6,81.2
451.5,122.7
306.9,103.0
206.8,70.3
295.3,71.4
584.0,139.5
315.6,74.7
405.2,106.0
211.7,52.3
348.0,80.0
429.5,77.3
504.4,119.0
106.6,45.0
314.8,89.3
379.6,74.8
586.8,81.7
379.5,112.2
377.7,83.4
329.1,73.2
279.0,82.2
307.1,66.8
531.3,106.1
261.3,74.1
323.2,64.6
433.7,96.1
375.0,107.6
369.7,104.2
197.6,79.5
118.7,74.1
189.8,47.9
163.5,52.2
325.6,105.9
266.1,115.9
537.1,82.0
252.5,82.4
588.8,183.7
301.4,83.9
455.3,109.2
435.4,107.5
495.0,135.6
292.9,76.9
330.1,106.1
516.4,80.8
346.3,68.4
305.5,100.9
552.8,111.4
389.8,79.9
312.3,90.1
299.2,69.3
289.2,77.2
273.0,78.6
328.3,79.9
314.5,77.8
279.0,84.5
224.5,93.6
186.6,79.7
571.3,111.3
549.7,85.4
225.3,80.5
378.8,111.9
240.3,69.2
286.0,91.8
244.0,100.7
226.1,95.5
518.2,92.1
481.1,116.8
336.0,106.9
218.5,90.3
496.1,104.8
403.9,94.0
405.7,102.7
536.0,121.3
269.1,91.8
333.7,76.1
193.4,42.2
532.0,91.6
281.5,77.2
477.0,125.9
351.0,89.3
403.9,76.4
452.0,85.5
184.7,50.5
306.3,71.7
140.4,50.2
385.9,93.2
486.1,109.7
202.6,62.1
524.1,112.6
341.4,99.9
128.8,54.2
135.8,51.7
294.7,79.7
221.4,91.6
419.0,117.0
266.5,94.7
264.2,80.8
309.9,99.0
247.0,59.8
230.0,54.7
501.6,85.8
330.3,95.8
550.8,95.0
564.4,98.4
353.8,113.4
386.4,76.4
187.6,60.5
321.8,79.1
282.1,114.1
206.0,62.3
347.4,89.1
388.2,93.3
464.7,149.1
375.8,91.5
334.5,118.5
245.7,68.5
283.7,82.0
437.0,87.4
532.6,89.1
100.1,20.0
353.5,80.3
322.4,79.0
249.6,56.4
431.2,96.4
382.2,92.7
336.9,82.5
365.3,72.2
380.9,78.1
475.7,102.7
363.3,72.7
433.1,118.0
243.7,32.9
399.9,95.2
285.0,77.1
387.6,70.7
350.2,114.0
465.8,108.3
470.3,87.4
242.8,97.8
340.6,97.5
59.7,28.4
284.9,87.0
499.7,115.5
442.6,107.3
318.5,83.4
314.8,95.8
315.3,62.7
310.9,71.6
232.6,73.9
203.1,60.7
250.4,92.1
366.8,63.9
115.1,31.5
504.2,85.5
243.2,60.2
369.8,97.8
461.8,122.1
292.3,63.2
349.6,85.1
539.6,100.3
305.0,88.0
252.5,76.5
129.5,70.5
238.7,72.2
544.5,58.3
411.3,116.9
317.8,93.3
508.7,98.9
333.4,66.2
202.4,75.4
330.3,108.5
190.8,73.4
245.0,94.3
400.7,82.2
366.1,80.0
417.1,105.8
382.3,105.6
141.8,78.1
218.5,80.5
61.9,28.5
408.1,111.4
223.6,58.1
367.7,96.2
590.9,135.5
351.7,101.5
408.5,115.7
501.6,135.8
345.1,106.2
173.7,65.9
354.1,112.9
309.8,96.8
61.1,27.9
192.0,67.7
218.6,81.0
342.5,83.2
216.5,80.9
242.5,88.8
319.7,100.1
469.2,136.4
547.0,107.4
206.3,51.7
338.5,119.7
281.2,73.7
334.2,105.5
502.0,125.9
449.2,109.3
237.2,73.3
303.2,106.7
402.4,88.9
577.9,102.8
224.7,77.8
518.8,97.5
504.2,143.5
405.8,123.4
488.0,88.5
316.9,76.1
478.5,101.5
290.3,67.3
431.2,80.2
215.5,56.8
403.8,102.2
354.7,100.4
151.1,73.3
537.1,116.5
542.4,113.9
476.0,100.7
293.0,110.0
371.7,103.1
321.7,92.0
260.8,69.6
296.6,65.4
388.6,57.9
188.8,60.9
227.3,69.4
188.9,76.6
152.4,67.9
439.3,103.1
317.7,81.8
294.6,82.6
261.6,89.4
301.3,82.5
323.1,104.1
392.8,96.3
365.5,90.9
433.0,101.3
175.3,75.3
430.8,117.8
130.1,37.8
316.3,102.7
300.3,86.8
368.0,122.0
416.5,133.6
329.8,90.0
339.8,112.1
196.4,38.7
418.2,141.1
480.6,110.2
435.4,113.2
446.0,87.9
563.8,92.8
429.4,100.3
370.5,113.6
346.9,79.5
128.1,45.2
292.4,98.0
231.4,71.2
539.9,102.1
276.0,113.5
370.8,116.7
299.0,58.1
270.8,52.0
498.0,95.1
312.5,88.6
216.8,75.4
315.4,85.7
231.5,80.8
372.5,99.2
357.3,101.0
323.7,64.8
413.1,91.4
388.3,79.1
336.2,78.9
248.5,72.2
427.5,57.0
416.2,100.0
494.2,84.8
462.4,83.7
556.9,114.8
373.6,107.9
269.8,91.3
428.8,104.7
295.6,86.8
224.2,53.0
291.7,64.8
569.1,68.2
270.0,70.1
448.9,58.3
353.8,72.1
300.3,84.6
426.0,79.8
410.2,91.6
225.0,60.0
516.7,87.2
481.1,102.2
284.4,91.4
278.6,74.7
297.4,75.2
306.5,71.4
166.8,59.8
375.4,93.8
460.3,111.0
359.3,80.3
339.1,104.7
376.1,73.7
469.9,114.9
316.4,85.5
342.5,90.7
479.8,154.3
308.9,72.7
321.5,70.8
453.6,113.2
268.9,81.9
449.6,89.9
259.2,85.2
464.3,105.9
442.7,101.9
493.3,112.5
235.6,78.9
329.3,79.1
334.9,74.5
286.3,80.4
577.0,161.0
462.3,70.5
289.7,72.0
421.0,97.7
520.7,98.0
374.5,63.8
331.3,83.2
486.5,126.3
247.1,40.0
200.1,91.5
403.4,46.7
315.4,72.4
409.3,109.1
397.7,101.4
277.4,59.5
217.3,65.7
314.9,67.2
372.8,83.2
496.5,111.3
401.6,69.9
308.4,137.5
409.3,77.4
448.6,88.5
215.1,55.3
253.2,76.0
563.8,86.0
348.8,78.5
512.9,120.0
270.3,116.9
195.7,87.0
214.0,90.7
498.2,90.2
273.3,107.7
200.4,82.7
533.4,100.6
126.0,39.8
189.7,66.8
181.9,64.2
441.0,114.3
452.9,122.3
462.7,85.0
313.2,70.5
227.0,74.6
264.8,62.4
365.6,70.3
263.5,86.0
246.6,74.3
498.2,95.4
367.7,81.3
561.6,147.0
367.2,103.0
573.4,109.9
362.3,105.6
422.0,94.7
513.7,100.7
430.4,124.0
537.5,136.8
82.8,44.3
263.6,86.5
231.5,80.8
216.1,74.0
261.6,92.5
344.5,83.6
397.0,107.3
423.3,97.8
281.4,119.5
196.8,62.9
578.7,142.8
210.7,85.6
69.0,37.9
301.3,73.9
496.5,106.6
287.2,60.2
392.9,89.3
357.4,180.2
221.2,87.3
327.2,83.6
564.8,126.9
499.0,124.8
175.7,61.4
313.9,83.6
231.6,74.0
591.8,76.8
91.0,53.5
384.5,83.0
382.7,109.3
266.7,81.9
278.5,78.7
286.0,113.2
359.8,89.1
217.5,49.3
269.8,76.6
321.2,94.1
588.3,152.7
227.6,93.3
204.2,64.8
373.8,76.4
276.3,110.8
206.5,73.1
126.3,52.8
276.9,73.7
318.0,74.2
358.9,70.1
281.7,83.2
450.9,78.1
266.5,72.6
452.9,66.2
350.1,72.0
313.0,60.4
276.9,75.8
515.5,93.6
231.6,65.0
461.6,96.5
408.1,88.9
288.8,73.3
483.7,50.4
249.7,118.0
297.4,70.4
149.9,53.7
345.2,93.2
448.1,75.8
313.4,113.7
178.7,62.0
193.9,59.3
277.3,72.2
228.0,73.8
232.3,63.3
256.7,66.7
516.6,110.0
379.1,126.5
426.8,97.9
252.8,73.0
437.0,131.1
413.1,99.5
377.1,100.8
560.8,80.2
228.9,85.5
228.0,61.6
334.9,79.1
120.7,34.3
171.4,80.0
447.3,59.8
309.4,68.9
333.2,105.7
461.7,135.2
268.6,58.2
526.5,82.6
191.0,92.3
232.2,61.8
157.0,68.1
166.0,63.7
295.7,76.5
196.8,56.2
197.3,80.6
235.2,86.4
426.9,33.1
277.2,78.3
357.4,87.8
396.1,73.3
222.3,72.5
341.8,33.5
241.8,79.5
229.0,74.5
64.5,63.8
303.7,53.0
235.0,59.6
