GHG,Site_EUI
332.3,69.0
246.9,54.0
415.4,69.3
475.0,83.4
367.8,69.5
552.8,61.4
361.7,78.1
350.8,65.2
252.5,67.9
279.2,74.6
379.6,80.2
391.4,71.9
519.7,94.5
397.7,94.6
198.5,70.9
376.7,106.2
169.5,84.7
102.2,54.1
306.0,108.9
251.8,89.6
322.8,74.5
273.9,83.2
425.0,124.8
347.3,93.8
242.4,68.9
438.9,90.3
521.9,90.5
491.6,110.1
266.3,74.7
403.9,83.0
219.9,70.2
433.6,101.0
202.1,74.6
561.1,83.9
305.0,103.1
486.0,170.7
528.7,74.3
465.6,58.2
398.2,80.0
278.7,80.5
186.4,64.0
135.7,99.4
443.3,79.5
307.1,55.6
162.9,51.1
277.6,118.3
259.6,68.4
286.8,67.7
203.5,46.7
440.5,107.4
372.1,100.2
550.6,63.2
357.6,121.0
260.5,92.5
266.9,94.8
533.1,97.3
410.2,52.7
274.5,60.0
590.2,99.6
254.9,66.4
268.0,124.6
204.5,59.7
485.3,102.8
352.5,57.8
264.0,100.3
360.7,67.9
260.4,71.2
173.4,43.8
237.1,59.0
247.6,76.3
211.0,73.7
392.2,67.4
474.7,75.0
299.7,92.9
170.7,73.4
289.6,85.0
417.5,87.6
474.5,94.3
186.8,67.2
77.6,28.8
97.8,98.8
547.2,84.1
95.3,45.4
262.7,72.4
206.8,65.0
175.4,66.1
182.4,62.8
133.1,87.4
287.2,98.9
330.6,76.5
175.7,64.7
546.1,64.3
346.2,68.7
159.3,60.5
228.8,74.4
510.4,75.6
190.0,52.4
315.3,40.9
291.9,146.9
330.2,58.8
199.6,34.7
254.0,90.5
266.1,80.8
239.6,96.8
87.4,49.7
80.4,55.9
87.4,43.2
130.1,57.3
264.8,86.7
236.6,77.7
506.7,86.0
378.1,80.2
599.6,95.2
271.1,87.2
328.5,100.1
369.6,93.6
167.6,79.5
307.6,112.1
145.0,76.8
216.0,75.2
219.5,87.9
66.4,38.4
184.8,99.9
379.0,85.9
142.0,71.0
251.2,68.9
52.3,39.9
163.0,63.5
140.8,45.6
176.6,70.6
383.7,90.1
252.7,71.3
126.9,47.4
311.5,70.8
219.5,88.2
246.3,61.7
219.5,63.4
96.4,22.3
320.1,76.8
188.1,77.7
172.9,62.7
150.2,53.9
201.1,70.7
150.9,78.0
184.9,81.8
230.2,74.8
523.7,83.8
211.8,72.6
266.3,60.6
208.0,77.0
202.1,60.0
261.0,54.2
224.8,75.6
206.3,94.4
314.3,76.7
267.9,79.7
373.9,71.1
192.9,75.6
299.4,80.5
290.5,56.9
188.4,84.8
329.4,103.5
210.2,93.7
332.2,69.3
128.2,61.3
453.2,59.0
514.7,161.7
299.7,80.2
424.1,118.6
238.1,46.4
154.4,48.0
272.8,78.0
231.9,113.5
250.9,93.2
323.1,73.1
238.0,89.8
284.5,104.5
373.6,107.3
304.3,92.2
208.3,79.0
283.0,80.0
366.4,80.0
247.4,93.7
427.7,120.2
492.3,137.3
378.2,102.2
190.1,75.6
511.5,132.1
405.2,97.4
261.1,107.3
275.4,73.1
301.9,69.2
395.0,82.5
288.3,55.6
570.8,89.8
227.3,82.3
411.3,146.0
69.6,32.6
263.6,65.0
498.0,84.9
283.4,63.5
199.5,54.9
199.5,46.3
278.6,115.4
361.0,60.7
255.9,80.4
205.7,79.8
298.1,95.6
121.5,56.5
341.8,120.1
226.2,78.2
245.1,91.1
238.1,83.2
515.7,92.4
519.5,83.3
192.0,75.9
186.7,57.6
227.8,72.1
374.7,107.3
290.0,89.6
330.4,88.0
288.1,77.1
283.2,71.8
252.8,89.0
372.0,117.8
310.9,75.5
271.8,66.0
261.0,69.4
300.5,97.4
304.7,64.4
243.1,85.7
254.0,76.4
526.1,54.7
312.4,95.9
552.0,78.7
552.6,77.5
235.6,66.7
344.8,77.4
164.8,56.9
201.9,77.4
332.3,101.4
372.5,88.9
326.8,77.0
231.9,53.7
283.0,105.0
190.8,70.8
211.9,84.8
148.2,62.8
329.9,49.2
284.5,95.1
176.7,64.3
186.5,58.6
258.8,70.8
228.1,55.7
215.1,55.6
217.4,76.9
157.8,54.9
150.8,55.5
206.1,72.9
201.8,84.5
337.1,79.1
200.7,81.2
247.0,44.6
446.4,90.3
373.9,84.3
470.7,80.2
379.4,74.2
233.2,94.6
301.8,103.7
235.1,81.2
241.9,82.5
212.8,77.7
160.8,51.0
344.8,58.0
232.3,92.6
239.8,76.5
179.8,63.9
360.1,76.1
245.4,82.3
484.1,79.0
319.9,79.5
395.9,88.4
215.3,63.5
395.4,55.1
111.0,52.6
242.8,75.6
137.1,57.5
508.3,76.5
455.8,47.3
188.6,74.1
238.5,90.9
401.9,54.5
110.5,44.1
158.9,56.9
491.7,78.1
567.3,118.4
595.5,102.8
183.6,65.7
275.0,75.0
421.8,70.0
261.0,104.8
144.2,46.9
91.6,39.3
108.7,46.6
185.3,69.2
265.6,81.9
92.7,54.3
477.3,110.9
208.5,50.7
226.7,79.0
359.9,72.0
381.2,103.4
166.9,95.0
283.4,113.1
233.1,83.8
452.8,70.0
134.7,73.6
246.9,116.6
220.0,92.6
299.9,78.5
252.7,98.6
192.6,53.9
440.2,92.3
275.7,94.2
234.8,61.1
428.2,66.8
366.7,84.8
402.1,85.1
529.3,125.8
76.0,23.5
240.5,50.3
194.6,64.1
122.4,34.7
517.1,130.6
315.4,76.1
101.6,41.9
272.7,78.1
99.7,57.4
411.5,133.8
375.5,110.9
148.9,75.0
108.6,62.4
280.9,103.1
156.9,62.9
315.7,76.3
242.1,106.1
240.5,85.6
523.6,139.4
176.7,38.1
276.4,29.5
555.8,159.8
177.7,82.8
287.2,63.3
168.8,36.3
271.4,87.7
341.2,93.3
385.5,77.6
532.1,113.8
455.5,68.9
179.8,84.2
154.2,77.2
251.6,109.5
229.1,74.1
156.3,84.7
281.4,81.5
194.3,43.8
527.1,64.9
79.5,42.6
287.0,44.3
205.6,112.8
279.6,99.5
566.8,63.5
56.6,43.7
174.2,75.8
197.4,53.6
57.0,18.8
87.9,48.2
276.2,80.6
437.2,60.9
432.6,74.3
366.0,61.0
383.1,101.4
72.3,43.9
104.7,50.1
388.5,57.1
89.9,32.1
321.8,68.0
133.8,71.3
200.2,58.1
117.6,60.9
155.8,48.3
223.7,89.8
226.5,46.3
110.1,38.2
157.4,88.6
337.3,70.5
266.0,32.0
548.8,49.6
159.7,42.0
310.0,81.1
105.4,72.2
244.8,119.4
145.6,79.8
108.7,34.0
103.1,77.7
171.7,66.5
303.5,118.9
576.6,89.3
390.1,161.6
350.3,86.2
321.8,120.2
109.0,46.5
135.5,60.3
242.4,38.8
249.5,91.5
354.2,58.9
307.2,89.7
181.0,69.9
177.2,57.7
176.2,82.3
286.2,93.6
210.5,88.2
259.8,72.8
68.6,36.9
231.3,82.2
284.0,128.2
229.8,70.8
128.0,39.9
174.7,60.2
366.9,79.4
190.8,57.1
151.8,68.5
265.3,100.2
273.0,109.9
164.6,75.4
255.3,87.3
175.5,77.4
192.0,77.3
362.0,112.7
114.0,56.5
201.3,81.4
50.8,82.3
175.0,65.9
316.3,87.1
277.3,101.4
188.1,61.6
185.5,66.6
431.8,159.2
123.7,52.8
185.5,64.6
104.4,38.2
451.0,112.8
468.2,105.3
115.7,57.8
154.9,67.0
251.8,90.6
520.8,108.7
211.7,61.5
208.0,180.1
461.8,59.5
322.8,128.5
442.2,88.0
140.6,63.7
423.1,84.3
178.9,36.5
222.5,92.4
313.9,82.8
313.9,85.2
124.2,74.7
135.3,57.7
124.3,72.6
513.2,101.9
496.7,53.0
217.9,88.5
526.9,109.6
372.1,132.1
157.2,65.0
196.5,76.3
262.6,83.3
218.2,73.0
411.7,65.0
408.8,100.0
256.7,74.2
294.0,106.5
227.6,76.1
287.7,102.2
311.8,118.1
247.9,101.6
208.5,82.7
197.2,88.3
331.8,71.2
377.8,142.4
51.0,34.2
387.0,106.3
300.7,93.9
343.6,82.9
474.6,85.1
474.4,90.5
337.3,82.8
351.5,85.6
429.7,71.6
433.8,103.6
246.4,75.4
247.9,70.2
287.0,83.0
120.7,34.4
505.0,98.3
327.1,63.3
346.9,91.4
282.8,101.3
253.7,94.1
311.1,124.3
204.3,92.8
228.7,79.3
447.7,103.2
271.9,93.8
221.0,86.8
188.4,77.5
282.7,117.7
349.9,96.2
384.4,70.8
312.6,95.4
221.3,77.8
493.3,119.1
409.1,107.1
236.3,80.2
202.2,80.9
330.0,81.7
240.3,102.1
327.2,88.0
334.6,80.2
313.4,82.4
576.7,91.2
246.7,83.0
261.9,81.2
247.3,84.8
239.6,96.0
217.8,94.3
297.0,79.3
231.9,68.6
311.2,79.5
253.4,88.3
274.0,74.6
262.2,80.6
295.8,62.3
427.2,110.1
212.3,79.8
237.3,62.0
326.2,87.1
380.4,82.6
437.9,60.1
583.3,91.6
153.1,56.1
139.9,71.3
465.8,121.7
155.6,68.4
279.7,92.1
218.7,74.8
255.8,104.7
261.4,71.5
254.5,74.4
331.9,91.9
420.0,84.7
299.7,68.3
257.0,101.5
213.7,70.3
163.5,56.9
252.9,100.1
254.1,46.9
235.1,77.7
315.9,92.9
333.8,65.5
196.6,69.1
408.5,119.8
243.9,77.2
345.5,58.4
479.1,95.2
363.3,126.3
201.4,47.5
302.2,83.4
349.5,64.6
226.2,66.4
425.4,66.1
278.4,75.1
209.3,79.5
236.0,71.5
219.5,72.1
229.1,65.7
420.0,100.5
553.4,100.5
186.7,62.4
229.2,70.8
319.9,69.9
323.2,76.2
212.5,72.0
212.5,73.2
307.6,127.0
537.2,91.1
277.0,70.1
316.5,95.9
386.7,90.5
338.5,79.3
453.9,74.9
231.7,86.1
280.3,80.5
392.5,92.9
208.8,63.2
237.5,67.8
166.1,74.7
474.6,81.8
209.6,70.7
278.7,86.9
219.5,95.3
250.9,128.8
353.6,110.2
223.1,86.2
308.9,69.5
281.7,90.6
402.4,137.6
261.3,95.8
284.6,80.8
572.5,77.4
278.7,85.9
247.7,69.6
245.8,95.3
176.6,57.3
300.6,75.6
341.5,92.9
290.8,85.8
321.2,79.8
358.8,123.7
235.9,81.5
539.0,135.0
194.5,69.7
426.3,116.3
413.6,102.9
223.0,87.4
300.5,98.0
322.2,79.5
260.5,96.8
304.8,94.8
419.8,102.9
408.9,98.9
316.1,74.0
217.3,90.3
554.1,113.1
263.9,66.9
350.1,95.7
199.5,68.9
399.4,69.1
427.5,85.7
171.7,60.7
57.5,28.3
222.5,91.7
379.7,57.3
305.8,81.2
223.3,81.1
352.7,86.8
401.5,71.5
326.5,69.4
230.3,80.5
402.3,138.3
259.9,82.2
299.9,96.2
307.1,58.3
171.6,64.9
263.8,78.8
223.7,67.9
285.9,80.7
452.0,73.6
477.3,83.4
315.1,111.0
382.2,120.7
184.5,65.2
292.7,99.2
157.2,54.9
225.2,89.8
307.2,99.0
290.3,102.6
307.5,120.4
462.7,80.8
398.3,105.5
353.0,72.0
536.8,69.8
264.0,76.9
252.8,90.4
243.5,98.1
220.8,73.5
203.3,81.9
197.4,89.5
479.6,75.3
373.1,95.6
230.3,85.7
216.8,72.3
471.6,152.3
385.7,73.0
208.0,83.6
219.8,85.6
194.9,81.0
289.1,94.4
342.0,114.0
451.0,111.1
247.4,82.2
176.3,62.1
215.6,68.4
408.0,142.3
301.7,102.0
171.6,68.1
222.3,72.7
325.7,93.3
335.2,61.5
278.7,96.0
184.9,74.8
244.7,71.0
236.2,81.8
179.7,66.9
311.2,63.9
253.8,84.5
174.6,67.8
419.2,71.1
267.4,83.1
241.6,76.8
235.7,70.5
359.4,61.5
199.4,82.9
247.4,65.1
156.9,65.1
245.6,80.2
459.5,117.7
256.9,67.4
380.5,70.8
239.9,98.4
423.1,97.1
225.7,74.7
495.2,123.2
314.6,73.1
101.3,51.9
235.8,63.5
424.6,82.4
209.1,55.6
326.5,68.5
364.0,67.9
208.2,58.4
513.1,122.4
83.4,71.9
230.2,71.5
295.1,64.6
196.0,63.8
467.0,67.7
151.8,47.8
223.4,75.8
275.0,37.6
190.7,62.6
232.8,53.8
350.6,37.2
446.8,68.5
314.4,96.7
255.4,75.5
340.6,49.6
288.1,65.6
379.6,81.1
216.1,66.3
464.5,70.8
380.3,92.7
341.9,79.9
349.5,83.7
195.8,65.9
156.2,57.4
377.6,43.0
199.6,52.4
228.6,57.7
371.5,73.6
270.0,112.5
267.1,88.6
427.2,43.0
144.2,54.2
400.5,83.8
288.5,79.7
161.3,65.0
205.7,68.7
116.3,53.0
311.8,79.8
316.2,90.2
459.8,111.8
509.4,79.1
380.7,78.3
307.9,109.0
219.1,91.4
374.2,92.8
219.1,67.9
313.4,64.1
221.3,84.2
275.3,88.3
249.4,96.9
173.9,67.1
213.5,86.3
226.4,85.5
253.0,64.6
369.5,71.1
232.2,63.0
343.1,78.0
293.1,66.6
444.9,92.1
257.0,94.0
308.9,80.7
245.0,62.3
523.8,123.3
555.9,87.6
338.8,97.8
238.4,53.8
282.1,100.5
318.3,74.5
240.4,76.7
444.5,134.2
444.1,107.8
268.5,93.1
212.5,65.3
250.2,68.7
315.4,112.7
254.8,95.3
254.6,97.5
274.0,66.9
298.9,70.9
219.9,91.0
197.3,88.2
231.1,84.2
248.1,78.9
239.7,70.9
282.1,87.8
195.8,84.9
118.3,52.8
179.2,63.6
223.1,79.0
200.2,68.7
523.3,105.6
229.2,86.4
271.2,98.7
225.0,97.9
334.1,61.0
482.2,97.5
238.3,79.7
301.6,96.1
178.4,72.4
220.1,67.6
240.6,81.3
277.8,110.5
322.7,71.4
172.5,52.7
226.9,64.6
51.6,26.0
275.5,73.9
204.2,60.7
209.2,72.9
271.5,66.6
448.5,114.5
339.1,86.4
165.8,64.7
132.7,35.5
277.5,62.7
260.8,72.9
307.6,111.4
297.8,93.0
270.9,47.1
108.6,54.0
263.4,63.0
257.0,78.4
314.1,59.2
205.5,57.3
164.1,67.4
331.3,93.5
264.6,103.8
199.3,63.3
271.8,92.1
197.8,64.8
282.7,96.2
167.9,77.8
280.4,84.6
239.2,91.6
222.2,81.9
155.7,76.1
143.4,55.6
338.4,80.0
226.8,69.0
393.8,80.3
261.0,40.1
202.7,53.4
62.2,44.5
432.0,121.5
334.7,72.1
247.2,69.3
232.9,64.8
214.7,92.8
220.4,91.2
232.9,70.5
319.0,81.5
224.2,59.7
419.1,111.7
334.3,54.6
569.4,109.3
169.3,68.7
322.5,78.3
251.0,74.8
247.6,94.2
436.4,70.5
491.4,60.7
266.1,74.1
214.3,51.9
323.3,68.2
274.6,93.5
297.5,76.6
298.7,72.8
150.7,64.9
149.4,63.2
329.8,86.4
237.8,79.5
234.8,84.8
158.3,64.5
220.3,86.0
523.5,101.3
298.4,47.9
224.6,87.6
220.1,69.0
185.1,57.5
203.0,58.5
259.7,74.9
420.6,61.3
311.8,130.9
390.0,65.2
538.2,130.3
177.8,75.0
340.8,94.5
259.5,113.3
289.4,75.0
211.7,75.7
170.8,77.2
249.0,90.0
290.4,107.4
183.2,59.1
489.0,68.1
252.0,83.4
375.2,120.6
142.3,49.7
191.8,69.1
208.4,76.8
275.2,94.9
252.7,79.9
368.6,136.1
156.0,29.2
228.8,86.9
440.2,94.9
323.9,85.5
359.4,98.8
390.8,72.2
411.5,65.3
224.3,73.1
240.5,66.6
345.3,88.5
188.5,72.1
290.7,62.7
233.6,88.8
232.2,105.5
236.5,93.5
211.7,69.7
251.7,62.6
259.9,87.5
432.2,77.3
312.9,81.9
310.1,59.0
389.0,107.9
200.8,70.0
254.3,86.6
290.4,85.9
252.5,100.2
270.5,58.3
438.6,75.7
242.6,83.6
342.9,84.6
398.1,81.9
255.5,102.8
202.7,68.4
514.5,90.1
199.9,76.2
171.5,82.0
515.9,176.7
343.9,62.7
200.4,67.2
273.9,85.0
273.2,57.6
217.0,61.9
233.8,93.4
186.5,78.9
75.7,44.0
330.3,122.1
234.9,102.6
431.0,110.9
208.0,71.8
262.3,74.2
236.9,99.8
234.0,95.4
404.8,86.3
251.5,97.1
229.2,69.4
396.4,71.1
415.6,78.7
241.8,82.0
197.5,85.6
231.4,73.6
303.9,99.5
228.5,83.7
195.7,84.3
297.2,65.8
449.4,81.0
529.1,143.4
185.6,61.5
420.7,71.6
279.5,115.0
256.6,105.6
252.8,69.2
216.9,55.1
100.4,61.0
433.0,107.8
357.4,93.7
232.6,69.1
309.2,74.9
415.6,84.5
235.7,69.4
203.3,36.9
349.1,90.8
456.5,82.0
172.4,65.0
568.7,85.7
81.2,35.3
380.6,70.7
390.1,95.7
294.9,67.0
367.4,88.6
173.7,61.3
374.1,83.1
248.5,74.6
232.1,66.3
564.3,84.3
248.8,96.2
84.3,45.7
287.8,85.5
434.0,108.4
160.9,53.6
275.9,93.4
333.6,98.4
286.6,87.7
169.8,48.5
272.5,73.3
265.0,98.1
162.1,82.1
254.6,67.2
292.6,68.1
294.8,74.5
385.4,73.5
260.7,70.8
350.4,56.0
134.4,52.2
253.2,75.4
199.7,70.4
230.6,85.9
281.6,79.0
308.9,81.1
181.2,67.1
221.3,78.0
284.0,73.0
249.2,58.1
364.4,117.8
222.0,71.4
283.6,89.4
284.3,90.3
158.4,70.5
210.3,68.7
294.1,111.9
241.5,57.2
215.4,61.7
286.0,81.8
198.6,79.6
180.4,72.8
82.5,20.0
200.3,71.9
350.9,101.0
220.0,75.7
284.5,70.6
180.8,64.3
364.3,75.6
346.1,91.6
236.1,79.0
286.6,74.9
246.1,52.4
162.4,57.5
550.5,92.9
365.9,89.3
236.7,77.3
160.3,50.9
199.6,72.4
336.4,95.1
107.4,40.8
432.2,69.3
67.3,39.9
242.0,66.0
484.0,70.6
255.5,64.9
80.3,26.0
437.3,92.8
425.0,87.4
56.5,23.4
456.0,67.6
307.9,62.9
195.1,61.8
342.5,60.8
356.0,122.5
224.3,78.0
223.9,88.7
359.0,78.9
356.5,97.4
519.6,103.3
467.0,73.3
505.4,57.5
258.3,74.6
184.8,72.3
390.0,112.4
278.6,61.0
513.9,71.2
269.9,93.5
221.9,59.0
335.9,98.0
340.6,85.9
175.4,66.8
425.4,81.6
154.4,55.5
483.5,133.0
316.2,71.9
301.9,77.9
411.3,73.7
292.0,78.2
224.2,76.1
430.4,93.1
393.8,85.3
241.4,66.8
194.4,78.1
201.6,79.7
348.1,128.2
308.2,87.5
306.5,81.1
287.3,64.8
191.4,74.7
217.1,72.3
575.7,86.4
199.2,71.0
156.7,54.1
239.3,86.0
235.2,75.8
388.1,78.9
266.6,65.7
213.1,68.3
110.7,54.3
218.6,87.3
173.4,70.2
255.2,78.2
234.1,94.8
286.9,72.7
347.8,100.2
294.1,99.4
281.1,68.4
308.2,79.1
208.8,63.3
216.3,66.5
273.0,109.2
67.9,47.9
249.8,68.8
342.9,110.4
269.2,72.9
195.3,80.3
248.5,67.3
219.6,68.1
180.1,72.9
190.1,76.1
296.1,80.5
329.2,95.5
237.7,85.9
239.0,55.4
283.1,74.0
339.2,94.5
233.3,79.7
185.5,60.9
149.1,54.8
185.9,72.1
202.9,69.3
201.3,71.9
398.8,79.8
177.9,79.5
445.0,81.2
188.4,60.2
303.7,103.0
485.9,73.9
125.2,52.0
204.6,74.3
214.5,78.2
339.1,78.8
190.9,75.2
426.6,77.8
278.0,111.3
158.5,58.6
280.9,95.8
277.2,93.2
177.2,53.4
213.3,85.0
248.8,69.3
99.2,37.9
368.2,97.5
262.6,76.7
248.6,66.9
261.7,89.2
285.6,75.5
357.1,124.1
403.9,126.4
339.0,126.2
378.5,128.8
253.7,82.2
296.6,79.3
444.9,104.0
319.3,97.2
195.2,71.2
391.9,82.3
98.8,37.2
213.1,73.7
563.0,93.2
496.2,95.8
323.2,123.6
286.4,89.3
225.1,89.7
211.3,82.4
311.5,57.4
375.8,62.3
213.3,85.4
276.5,78.0
333.4,77.9
176.5,74.9
168.3,66.6
281.5,75.2
321.2,51.2
262.3,47.2
243.7,80.3
281.0,66.0
364.7,93.1
440.8,108.1
408.5,80.5
236.5,99.8
207.2,69.7
342.0,70.4
344.7,74.5
521.6,121.6
336.7,107.6
541.2,86.3
190.0,106.2
214.8,75.9
452.7,46.1
292.1,97.4
351.6,81.0
252.8,71.6
599.2,119.2
224.7,86.0
235.6,97.2
354.3,76.2
241.3,63.8
238.0,87.9
185.1,78.6
468.1,79.7
244.5,110.8
244.0,79.3
340.6,86.6
492.1,128.8
505.6,100.2
226.8,71.0
397.3,82.6
198.2,62.0
245.5,89.6
272.0,64.5
182.0,84.6
389.8,84.2
196.2,69.7
199.9,69.5
283.1,70.0
197.6,75.7
178.2,59.0
162.0,60.1
159.1,64.0
237.8,86.3
371.2,74.9
397.9,84.9
368.1,79.1
188.2,79.1
208.5,74.9
225.6,77.0
192.4,62.5
332.1,99.7
297.4,78.9
299.6,57.4
230.9,75.4
285.4,90.7
92.8,25.6
522.6,102.7
144.4,103.5
147.1,63.3
185.0,91.0
502.1,100.1
302.3,64.5
319.5,81.0
321.1,90.6
268.1,87.4
364.8,94.8
397.8,100.0
332.7,71.7
233.7,100.5
262.4,100.2
262.3,86.4
306.0,84.8
377.3,129.5
406.0,99.0
233.8,70.4
370.0,92.2
386.7,108.8
280.0,86.2
410.1,82.6
248.8,100.3
344.4,92.7
236.0,85.1
248.2,64.7
169.6,76.0
304.0,77.2
348.7,82.8
427.0,85.6
439.3,108.9
564.7,144.2
504.5,87.6
315.6,92.7
279.5,96.8
247.1,74.0
322.4,84.7
181.6,69.8
242.3,70.6
244.4,86.7
253.2,83.1
381.3,76.2
436.4,86.7
235.1,91.5
375.0,56.7
452.4,86.1
512.4,79.4
488.7,51.0
396.2,69.6
257.5,82.5
247.4,78.2
319.8,49.0
136.7,59.2
297.3,76.3
281.8,87.8
281.6,85.7
392.6,75.7
193.7,93.9
496.0,74.5
192.4,69.8
206.3,68.3
113.9,37.8
359.8,71.0
292.4,75.6
354.4,52.5
261.7,51.9
182.5,67.9
211.4,63.4
196.0,51.3
239.3,67.0
215.8,63.2
238.3,85.5
155.6,60.2
336.7,96.0
460.1,84.8
379.6,100.6
379.8,58.5
238.2,64.6
198.8,61.0
171.4,62.6
309.6,58.6
297.2,91.8
238.5,66.1
254.7,72.7
490.7,107.6
588.8,60.8
226.1,97.4
270.4,74.5
311.1,93.6
266.0,109.4
480.2,71.6
167.9,72.9
295.9,57.3
313.2,61.9
316.1,55.7
187.6,62.4
294.3,68.7
173.7,67.1
292.8,64.4
274.2,79.8
193.9,56.3
305.5,81.2
261.8,80.4
252.0,75.8
82.5,25.0
275.3,80.4
377.6,76.1
465.1,96.8
511.7,79.6
557.3,81.0
81.9,25.2
497.4,73.3
550.5,85.4
391.7,106.8
406.4,89.5
337.0,73.7
517.7,127.4
271.7,83.2
253.8,72.7
370.7,63.9
270.5,117.4
585.8,97.9
325.3,134.0
291.5,121.9
322.1,57.8
486.7,87.6
315.3,68.1
321.7,139.3
279.4,81.2
347.1,76.5
268.9,87.4
330.4,59.1
392.6,69.6
264.3,78.1
399.3,78.2
255.7,128.7
233.9,81.8
272.6,132.8
180.6,70.4
213.3,80.8
188.1,77.5
172.0,61.4
371.8,73.7
279.9,64.5
194.3,83.7
187.8,78.8
232.2,79.1
437.2,85.3
322.8,74.6
374.2,71.1
476.8,79.1
382.1,99.0
226.7,51.7
325.3,78.6
292.0,61.5
222.5,63.3
233.1,60.6
296.2,77.5
417.1,84.8
414.5,85.2
226.8,83.3
221.8,61.9
382.5,76.8
310.4,78.4
549.5,99.9
288.7,62.7
371.0,150.8
389.3,80.5
240.7,78.2
258.4,81.7
197.1,68.2
250.3,78.3
300.1,100.6
273.7,86.7
544.7,90.7
591.8,99.4
486.7,89.3
315.1,85.7
338.3,93.0
261.9,101.7
240.8,89.0
318.8,86.8
350.6,60.0
595.7,82.0
271.6,73.2
262.7,57.7
376.1,71.0
230.2,52.7
176.1,65.9
202.5,72.8
535.3,62.1
501.9,60.7
236.0,71.0
366.6,105.8
382.2,74.3
282.9,83.9
296.9,119.8
312.9,63.2
387.4,81.7
572.3,78.7
449.8,39.3
493.6,80.6
183.2,61.0
230.7,62.8
58.8,50.3
186.5,70.8
584.9,76.8
470.0,75.0
501.9,97.9
378.3,78.1
509.1,71.5
230.5,96.3
369.3,82.7
375.4,42.0
279.1,83.3
473.1,66.3
268.6,53.4
107.3,54.3
188.1,66.7
122.1,57.0
139.3,64.7
230.7,71.6
69.5,64.6
152.0,69.2
253.6,54.4
510.9,68.8
349.7,101.1
585.5,106.2
591.4,121.8
254.5,100.1
599.8,118.4
330.6,75.3
468.1,95.3
235.1,100.9
316.9,125.2
510.6,73.6
465.8,122.5
405.5,147.7
346.3,88.5
572.0,140.0
222.4,73.5
253.8,85.7
463.9,92.1
301.0,84.6
521.8,80.0
177.3,69.7
154.5,62.2
178.2,58.8
124.8,49.2
596.0,182.7
396.4,112.8
231.9,66.7
458.5,105.8
553.9,133.4
277.6,86.7
270.7,78.5
227.0,73.7
359.6,95.7
440.1,101.5
354.1,96.4
225.3,69.4
212.3,75.6
217.9,84.0
248.7,74.0
288.2,76.2
316.0,83.3
276.7,79.9
274.7,145.1
563.1,111.9
465.8,145.1
433.9,95.6
352.2,80.3
421.0,132.2
268.0,90.3
258.8,70.7
205.5,66.6
233.5,85.6
114.0,81.3
320.0,98.1
284.3,85.5
402.0,70.2
403.1,121.0
272.7,91.1
290.6,97.1
272.1,85.8
421.3,97.8
235.7,88.6
202.1,85.2
63.7,31.2
325.2,77.9
196.1,61.6
203.2,59.4
415.7,81.7
130.9,68.7
180.0,79.6
368.7,103.2
334.6,82.1
159.7,28.1
99.8,10.6
306.7,48.9
190.4,77.2
372.6,126.1
201.7,99.5
225.0,80.3
472.5,105.1
477.3,80.2
165.2,68.9
190.8,65.2
177.9,57.5
249.4,89.6
182.9,60.0
186.8,84.7
537.1,155.9
310.7,73.4
286.3,104.3
279.9,90.3
209.9,105.5
355.8,52.0
169.0,73.2
558.3,126.4
219.5,89.2
583.2,96.4
266.0,85.5
336.1,81.9
312.0,63.6
358.4,83.5
329.4,77.1
243.0,96.1
293.5,92.0
281.6,87.2
459.9,84.1
275.3,105.9
498.6,128.1
322.5,100.8
400.2,88.1
553.2,87.6
405.8,133.7
294.5,103.7
111.2,61.8
325.1,74.7
312.8,96.5
343.7,76.6
357.8,90.5
346.1,84.8
250.1,76.8
554.6,148.8
211.2,89.3
300.6,66.3
194.9,57.9
397.6,85.5
298.3,110.9
514.0,71.4
488.7,91.9
499.4,91.7
236.5,76.2
165.3,32.0
424.6,67.2
66.1,28.3
328.3,90.4
416.8,65.2
264.5,53.4
64.5,66.1
303.3,65.9
166.0,67.4
230.2,77.3
431.6,68.7
304.4,68.6
281.5,62.9
435.0,69.3
390.5,64.2
404.1,85.0
405.8,116.5
207.9,75.3
376.3,70.5
227.0,75.0
179.3,59.7
326.5,122.7
242.9,77.7
177.2,62.5
303.0,100.3
235.5,87.5
249.8,81.0
243.1,69.6
152.2,70.1
369.0,119.7
563.1,86.4
342.6,71.2
543.5,101.4
322.9,59.1
186.0,81.0
309.2,94.7
166.3,64.4
431.5,73.6
289.7,61.3
230.7,74.7
399.0,92.6
469.1,68.9
514.5,101.1
387.2,88.7
406.7,81.5
284.8,57.1
403.8,79.5
281.8,75.0
267.6,71.4
281.1,76.4
282.1,75.0
264.0,69.6
253.6,68.7
595.2,75.2
193.6,75.5
117.7,50.2
486.6,153.5
244.0,95.6
416.4,87.6
373.4,75.4
285.9,80.7
245.1,60.4
268.3,91.4
265.1,73.2
580.4,95.4
404.3,85.1
214.9,79.9
455.1,73.2
185.7,67.4
344.5,76.1
548.1,104.4
322.8,66.3
211.7,65.0
417.7,76.0
471.3,175.5
521.6,99.4
349.5,81.1
391.1,98.2
318.7,76.6
195.9,69.0
272.4,92.6
281.4,58.9
189.5,61.3
383.8,88.9
214.8,63.0
397.0,100.5
257.2,72.4
499.3,99.3
